mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_60008,CC(C)OC(C)CC#C,1.96261,1.14471,0.82058,1.3195,87.89,-0.2456,0.0571,0.3027,1515.1196,0.20109,-388.264391,-388.252971,-388.252027,-388.301547,41.456
gdb_133643,C(CNC=O)C(F)(F)F,3.39432,0.78272,0.73375,4.062,55.32,-0.2627,0.0182,0.2809,1471.9585,0.108513,-585.484878,-585.475697,-585.474753,-585.520766,31.397
gdb_27997,c1c(cn(c1N)C=O)N,2.54049,1.39849,0.90581,4.473,78.06,-0.1843,-0.0186,0.1657,1220.0961,0.125722,-434.112072,-434.103511,-434.102567,-434.144954,32.294
gdb_17510,N#CC12CC3C(C1)N23,4.86626,1.845,1.66715,4.6858,65.6,-0.2694,-0.0061,0.2634,778.3852,0.1093,-341.53753,-341.531514,-341.53057,-341.567533,23.527
gdb_3887,c1([nH]c(=O)on1)N,7.67226,2.24242,1.74071,6.0949,44.85,-0.2424,0.0181,0.2605,642.7924,0.068342,-392.653825,-392.648066,-392.647122,-392.683213,21.136
gdb_109051,CCC1=CC2NC2CC1,3.46962,1.1081,0.96085,1.2033,88.78,-0.2167,0.0204,0.2371,1327.236,0.19649,-367.212492,-367.203903,-367.202959,-367.245729,33.713
gdb_2404,CC1C2OC1C2=O,6.74336,2.11183,1.9926,2.929,54.56,-0.2583,-0.0126,0.2457,666.8934,0.100798,-344.392695,-344.38661,-344.385666,-344.422425,22.702
gdb_88330,CC1OC1C(=N)OC=O,3.66351,0.85349,0.84268,2.2165,68.67,-0.2841,-0.0395,0.2446,1406.181,0.121524,-475.021664,-475.012587,-475.011642,-475.056556,31.694
gdb_123083,CC(=O)CCCCCO,6.55189,0.42995,0.40956,3.8783,83.9,-0.2419,-0.0075,0.2344,2622.7682,0.202194,-425.4513,-425.439547,-425.438603,-425.490565,39.893
gdb_30146,OC1CC1C1=CNC=C1,3.62494,1.15646,1.01206,3.1659,78.32,-0.2124,0.0325,0.2449,1198.8968,0.149026,-401.962228,-401.95405,-401.953106,-401.995578,31.504
gdb_3469,CC1C2CCC1O2,4.08254,2.81648,2.5591,1.7666,62.71,-0.2413,0.0888,0.3301,644.2272,0.150568,-309.70215,-309.696139,-309.695195,-309.731589,24.094
gdb_128232,CNc1c[nH]nc1CO,1.90311,1.71254,0.94822,2.6285,75.71,-0.1868,0.0253,0.2122,1228.4959,0.149463,-435.271428,-435.262447,-435.261503,-435.305194,33.103
gdb_17901,OC1C2COCC1O2,2.7709,2.4489,2.20772,2.4703,59.85,-0.2336,0.0587,0.2923,734.4998,0.131581,-420.843231,-420.836341,-420.835397,-420.874179,26.073
gdb_45504,O=C1CC2=CCCC2N1,4.12027,1.24852,1.01755,3.6375,78.95,-0.236,0.007,0.243,1154.9096,0.150806,-402.009155,-402.001896,-402.000952,-402.040891,28.945
gdb_122430,OCCCC1CC(O)C1,5.20982,0.54084,0.51967,1.9192,83.24,-0.2531,0.0773,0.3304,2132.6343,0.20457,-425.409977,-425.3995,-425.398556,-425.446431,38.058
gdb_109050,CCC1=CC2CC2OC1,3.55978,1.12516,0.97634,1.0914,85.26,-0.2148,0.0193,0.2341,1298.9968,0.183427,-387.082328,-387.07375,-387.072806,-387.115667,33.24
gdb_98935,COC(=N)NC(=O)C#C,4.18311,0.91312,0.75306,3.0559,73.95,-0.2594,-0.0486,0.2108,1437.1496,0.110349,-453.934958,-453.925338,-453.924394,-453.970954,33.111
gdb_40423,C1OC1C12CC1OC=N2,4.29829,1.2654,1.13247,0.4736,67.93,-0.2499,0.0088,0.2587,1063.4514,0.125125,-437.851279,-437.844145,-437.843201,-437.883225,27.41
gdb_112960,CC(C)C1CC(CO)O1,2.76115,0.97017,0.92041,2.547,81.79,-0.2457,0.0673,0.313,1441.5808,0.20455,-425.415704,-425.405491,-425.404547,-425.451362,37.783
gdb_63473,CC1(O)CC1(O)C1CN1,2.83785,1.22719,1.09527,3.514,76.25,-0.231,0.0608,0.2918,1207.2743,0.1687,-440.235426,-440.22577,-440.224826,-440.269372,36.969
gdb_81612,OC1C2NC1C2CC#N,4.01927,0.93199,0.89346,3.1882,73.08,-0.265,0.0289,0.2939,1308.2839,0.137393,-417.943776,-417.935984,-417.935039,-417.9768,29.821
gdb_52913,CC#CC1(COC1)C#C,2.2609,1.12635,0.8492,1.8284,83.53,-0.2516,0.0252,0.2768,1403.7155,0.132724,-384.601781,-384.591814,-384.590869,-384.639508,34.205
gdb_11755,COC12CC1C(O)C2,5.12054,1.34592,1.2456,1.5926,68.32,-0.2389,0.0753,0.3142,1018.1785,0.152683,-384.89226,-384.884094,-384.88315,-384.924739,30.544
gdb_39787,C1CC11C2CC1C21CC1,3.28578,1.44855,1.17726,0.0205,88.37,-0.2558,0.1055,0.3613,1121.7496,0.182971,-349.862121,-349.854408,-349.853464,-349.89382,32.128
gdb_95837,OC1CCCC(O)CC1,2.69838,1.1227,0.85561,2.6672,81.25,-0.2594,0.0712,0.3306,1387.9374,0.20726,-425.437241,-425.427904,-425.42696,-425.471045,36.569
gdb_79879,CC1C2C3COC3C12C,2.36562,1.7068,1.38038,1.7108,82.14,-0.2345,0.0665,0.301,1064.8663,0.182719,-387.027778,-387.019399,-387.018455,-387.060141,33.155
gdb_86625,OC1CC(C2CC2)C1O,3.68145,0.97852,0.86222,0.9851,78.92,-0.2463,0.0566,0.3029,1392.8627,0.182163,-424.195013,-424.185695,-424.184751,-424.229502,35.239
gdb_116745,CCC(=O)NC=NCC,5.39799,0.60393,0.55052,1.7239,87.31,-0.2432,-0.0072,0.236,2062.5763,0.180799,-420.456324,-420.445543,-420.444599,-420.493664,37.53
gdb_112691,OCC1CC(O)C(=O)C1,3.39681,0.97982,0.80075,3.304,71.71,-0.2499,-0.026,0.2239,1398.5191,0.158509,-460.187578,-460.178459,-460.177515,-460.221781,33.884
gdb_110312,CC1CC2(O)C(CO)C12,1.93592,1.45904,1.00707,0.7749,78.77,-0.2237,0.0655,0.2892,1265.4524,0.181166,-424.183755,-424.174022,-424.173078,-424.218075,36.689
gdb_106829,CCC12CC1(CO)OC2,2.23154,1.33529,0.99192,1.2854,78.72,-0.2296,0.0619,0.2916,1286.4305,0.181096,-424.182431,-424.172799,-424.171854,-424.21727,35.702
gdb_47612,O=C1OCCC2OCC12,2.38526,1.90824,1.1721,3.5881,67.42,-0.2568,0.0023,0.2591,1020.996,0.137926,-458.982915,-458.975568,-458.974624,-459.01534,27.757
gdb_77451,CC1C2(C)OC(=N)C12C,1.87179,1.55088,1.48611,2.8926,81.62,-0.2504,0.0259,0.2762,1117.4873,0.168862,-403.142722,-403.133097,-403.132152,-403.176594,35.781
gdb_42827,O=C1C2CC1C1NC1C2,2.54311,1.82109,1.6453,4.2488,74.65,-0.2293,-0.0028,0.2265,920.8771,0.15071,-401.935975,-401.92919,-401.928245,-401.966871,28.047
gdb_39627,C1CC(C1)C12CN(C1)C2,3.9695,1.07348,1.01096,2.0364,86.01,-0.2223,0.0789,0.3012,1281.4915,0.196489,-367.1218,-367.113882,-367.112938,-367.1549,31.399
gdb_133780,COC1CC1C(F)(F)F,2.52793,1.32808,1.08756,2.3359,58.38,-0.2587,0.0716,0.3303,1117.6819,0.119537,-569.368927,-569.360199,-569.359254,-569.402914,31.574
gdb_8330,CC1CC2(C1)CCC2,5.15371,1.21296,1.2096,0.0871,82.47,-0.2649,0.0879,0.3528,1138.7264,0.200827,-313.057004,-313.048824,-313.04788,-313.089457,32.009
gdb_103364,OCC1(O)C2CC1C=C2,3.18495,1.42933,1.28517,2.438,74.94,-0.2392,-0.0032,0.2361,1043.4276,0.160275,-422.984805,-422.977091,-422.976147,-423.016622,31.848
gdb_47212,N=C1OCC=CC1C#N,2.11242,1.77829,1.27562,4.7951,71.98,-0.2736,-0.0256,0.248,1016.3615,0.113845,-416.827546,-416.819623,-416.818678,-416.861074,28.552
gdb_122321,OCCOC12CC1OC2,4.18374,0.8487,0.78157,1.7813,72.32,-0.2393,0.067,0.3064,1478.2512,0.15778,-460.092154,-460.083224,-460.082279,-460.12694,32.837
gdb_57957,CC(C)C(=O)NC1CC1,3.69882,0.81245,0.80107,3.2407,83.88,-0.2362,0.0342,0.2703,1596.6219,0.192851,-404.375381,-404.364899,-404.363955,-404.412383,37.763
gdb_9085,OC(CCC=O)C#N,5.3279,0.83752,0.75638,1.9022,63.39,-0.2641,-0.0349,0.2292,1394.1427,0.116408,-399.813227,-399.804319,-399.803375,-399.847891,30.065
gdb_90771,CC1OC2C1COC2C,3.09784,1.40336,1.21656,2.0055,77.44,-0.2448,0.0793,0.3241,1124.6923,0.183193,-424.225614,-424.217191,-424.216247,-424.258414,32.772
gdb_49679,O=CC1C2COC(=O)C12,2.68706,1.37188,1.20245,4.633,66.11,-0.2611,-0.0415,0.2195,1052.8696,0.113139,-457.798617,-457.791203,-457.790259,-457.830997,27.399
gdb_66273,NC1(CCNC1=O)C#N,2.04627,1.66164,1.42981,5.4882,69.0,-0.2519,-0.0071,0.2448,1008.6071,0.126121,-434.1152,-434.106676,-434.105732,-434.14833,31.283
gdb_20615,Cc1c([nH]nn1)C#N,3.54919,1.96788,1.27598,0.4,63.89,-0.277,-0.0584,0.2186,869.0668,0.085242,-373.722401,-373.715364,-373.71442,-373.754503,24.306
gdb_119860,CCNC1=NCCC1=O,3.24572,1.01683,0.79558,0.6461,80.92,-0.224,-0.0492,0.1748,1459.9603,0.159632,-419.253998,-419.244665,-419.24372,-419.289476,33.212
gdb_30429,Cc1c(oc(=NC)o1)O,3.29176,1.19118,0.88541,3.1861,71.43,-0.2,0.0399,0.24,1285.0795,0.121764,-475.039554,-475.030139,-475.029195,-475.074584,32.672
gdb_72878,OC12CCC1N(C2)C=O,3.21445,1.20979,1.03071,4.234,74.34,-0.2388,0.0244,0.2632,1179.5816,0.146998,-439.076041,-439.067418,-439.066473,-439.110312,31.606
gdb_122432,OCCOC1CC(O)C1,3.96495,0.69032,0.66453,1.3132,75.94,-0.2579,0.0741,0.332,1744.6634,0.181187,-461.333958,-461.324112,-461.323167,-461.369944,36.019
gdb_48828,O=CC12NC1CCC2=O,2.67976,1.6048,1.13302,3.1402,70.24,-0.2461,-0.0463,0.1998,1051.9413,0.124738,-437.903499,-437.895773,-437.894829,-437.935869,28.916
gdb_10268,CC(C)N(C=N)C=O,2.26754,1.77254,1.27405,2.0156,71.75,-0.2526,-0.0204,0.2322,1043.2931,0.153144,-381.157051,-381.148039,-381.147094,-381.190901,32.112
gdb_36307,N#CCC1C2CCCC12,3.0921,1.1159,1.05045,4.2282,81.88,-0.277,0.0406,0.3175,1234.884,0.173492,-366.030925,-366.022603,-366.021659,-366.064898,31.432
gdb_38591,C1C2OC3C4CC3(O4)C12,3.59993,1.71018,1.54173,1.3595,70.91,-0.2387,0.0444,0.2832,891.9098,0.136788,-421.692163,-421.685892,-421.684948,-421.722382,26.966
gdb_48722,O=CC12CN1C1CC1C2,3.63722,1.36016,1.16343,2.95,75.86,-0.2417,-0.0253,0.2164,1072.5318,0.14856,-401.920337,-401.91295,-401.912006,-401.952122,29.416
gdb_29241,CC1=COC(=N)NC1=O,3.20636,1.42504,0.99258,3.1857,71.97,-0.246,-0.0418,0.2042,1128.1326,0.113794,-454.016545,-454.008602,-454.007658,-454.04928,29.38
gdb_40253,C1OC11CCCC2OC12,2.7696,1.60526,1.23144,0.7287,74.59,-0.2609,0.0763,0.3372,1054.3628,0.160777,-423.004984,-422.997489,-422.996545,-423.036854,29.918
gdb_60815,CC(C(O)C=O)C1CN1,1.87523,1.45342,1.08108,1.6884,74.93,-0.2441,-0.0427,0.2014,1225.4494,0.169005,-440.260013,-440.250065,-440.24912,-440.295266,35.878
gdb_107881,CCC12NC3C1N(C)C23,3.3085,1.26617,1.08696,1.16,83.26,-0.2121,0.0687,0.2808,1217.47,0.182145,-383.155608,-383.147003,-383.146059,-383.18874,33.413
gdb_6008,CC(O)(C#C)C(N)=O,2.5849,1.72844,1.66178,3.1656,63.37,-0.2437,0.0103,0.254,895.5696,0.11538,-399.796851,-399.787613,-399.786669,-399.830389,33.594
gdb_25073,N=C1OC=C2C3CC3N12,3.422,1.70814,1.27731,3.7125,73.06,-0.1945,0.0109,0.2054,950.4458,0.114433,-416.755807,-416.749233,-416.748289,-416.786747,26.448
gdb_88873,CN1CC1C1CCCO1,3.47244,1.09251,0.96002,2.3061,82.65,-0.2164,0.0765,0.2929,1323.1426,0.195294,-404.320133,-404.311016,-404.310072,-404.355235,33.626
gdb_112313,COC1OC(=O)C2CC12,2.92065,1.416,1.06592,3.7875,68.89,-0.2658,0.0083,0.2741,1128.2483,0.136307,-458.990391,-458.982386,-458.981442,-459.023344,29.627
gdb_110254,OCC1C2C(O)C1C2=O,2.49737,1.32505,0.97845,4.0965,69.2,-0.2381,0.0032,0.2413,1190.4141,0.134593,-458.901719,-458.893061,-458.892117,-458.936241,32.086
gdb_68273,NC1(C#N)C2CC1(O)C2,2.41691,1.5208,1.44123,3.9206,73.24,-0.2648,0.0266,0.2913,1007.2969,0.13648,-417.963199,-417.954936,-417.953992,-417.995544,32.222
gdb_76858,CC1C(O)C2C3CN3C12,2.36758,1.75785,1.50625,2.6024,77.27,-0.2167,0.0538,0.2705,997.8697,0.171577,-403.064049,-403.055856,-403.054912,-403.09634,32.417
gdb_40484,C1OC1C12CC3C1OC23,3.73363,1.32461,1.18409,2.1036,72.01,-0.2364,0.0711,0.3075,1060.1223,0.135588,-421.700475,-421.693355,-421.692411,-421.732492,27.741
gdb_120893,CCOC1CC2(CN2)C1,5.6852,0.70904,0.69037,2.424,84.59,-0.2394,0.0785,0.3178,1726.1662,0.193373,-404.305291,-404.295787,-404.294843,-404.34032,35.382
gdb_28169,Cc1nc2cc[nH]c2o1,5.2568,1.31319,1.05763,2.9772,74.53,-0.1956,0.018,0.2136,1084.941,0.114736,-416.851734,-416.844385,-416.843441,-416.883496,27.822
gdb_12428,C1C=CC(=O)NC=C1,3.59358,2.02061,1.3537,3.4077,70.17,-0.221,-0.0353,0.1857,875.0528,0.121319,-362.704499,-362.697561,-362.696617,-362.73649,25.902
gdb_121096,COCC1COC(C)=N1,4.74091,0.83938,0.77327,0.7335,77.38,-0.2354,0.0272,0.2625,1529.5962,0.170341,-440.298138,-440.28844,-440.287496,-440.333885,33.818
gdb_112878,CCC1CC(O)CC1=O,3.09183,1.04748,0.82716,2.1362,78.94,-0.2351,-0.0177,0.2174,1420.1942,0.181678,-424.265079,-424.255564,-424.25462,-424.299707,35.587
gdb_18706,OC1C=CCC2OC12,3.29968,2.27006,1.55269,2.3203,65.07,-0.2535,0.0127,0.2662,820.8879,0.131971,-383.731452,-383.724703,-383.723759,-383.762274,26.426
gdb_126583,CCCCc1c[nH]nn1,5.36875,0.65994,0.63403,3.9746,81.77,-0.2481,0.0028,0.2509,1813.3554,0.172058,-399.342364,-399.333154,-399.33221,-399.37799,32.912
gdb_3002,COC(=O)C1CN1,7.47141,1.65123,1.50865,2.0534,55.23,-0.2585,0.0008,0.2592,818.9209,0.113667,-361.717868,-361.710648,-361.709704,-361.749539,24.625
gdb_54386,NC(=O)C12CC(O)(C1)C2,3.98717,1.08232,0.98748,2.1401,73.12,-0.2425,0.0261,0.2687,1211.2111,0.14713,-439.071613,-439.06269,-439.061746,-439.10596,33.42
gdb_73987,CC1=C2CC3C(OC1)C23,2.68639,1.9674,1.3815,0.8617,81.82,-0.2193,-0.0095,0.2097,975.9754,0.160272,-385.815377,-385.808021,-385.807076,-385.846738,29.987
gdb_50698,O=CC1COCC2CC12,2.77185,1.41742,1.09001,2.7416,74.58,-0.243,-0.0227,0.2203,1129.6489,0.160332,-423.021363,-423.013349,-423.012405,-423.054373,30.478
gdb_95304,CC1CCC2COC1O2,2.63571,1.70142,1.47727,1.5448,76.2,-0.2453,0.0774,0.3227,1010.5049,0.185717,-424.251735,-424.244107,-424.243162,-424.283435,30.874
gdb_29828,Cn1cc(cc1N)C=O,3.7407,1.0663,0.83641,5.7436,81.85,-0.2031,-0.0203,0.1828,1328.7203,0.136599,-418.055959,-418.047051,-418.046107,-418.089653,32.289
gdb_94778,OC1CCC2(CC12)C=O,3.59119,1.13133,0.99651,2.6686,76.47,-0.2477,-0.0165,0.2312,1211.9609,0.15956,-423.03998,-423.031577,-423.030633,-423.072929,32.244
gdb_115794,CC12COC(CO)C1N2,4.099,1.06251,0.948,2.0671,74.84,-0.2491,0.084,0.3331,1285.0089,0.171658,-440.266014,-440.257279,-440.256334,-440.299265,33.323
gdb_63879,CC1(O)CC2OC12C=O,2.56875,1.44615,1.23461,4.6295,69.74,-0.2489,-0.0379,0.211,1071.0286,0.132394,-458.928843,-458.919939,-458.918995,-458.962201,33.057
gdb_20300,C1CN1C1C2CCC12,4.62684,1.47042,1.43258,1.0498,76.26,-0.2332,0.0893,0.3225,969.3212,0.166859,-327.858997,-327.851848,-327.850904,-327.890523,27.947
gdb_64925,CC1(OC1(C)C=O)C=O,2.15566,1.55869,1.06467,3.8997,70.73,-0.257,-0.0583,0.1987,1149.6838,0.130361,-458.963216,-458.953137,-458.952193,-458.998829,34.736
gdb_119363,CCCC12CC(O1)C2=O,3.01253,1.08537,0.93893,2.5515,76.76,-0.2514,-0.0076,0.2438,1331.2244,0.157312,-422.979974,-422.971011,-422.970067,-423.014316,32.934
gdb_86429,OC1CC(O)C2OCC12,2.54987,1.59812,1.17568,2.3031,69.68,-0.2461,0.063,0.3091,1069.0218,0.160861,-460.148721,-460.140747,-460.139803,-460.181072,31.38
gdb_125689,Cc1c(n[nH]n1)CCO,3.0687,1.00462,0.80759,0.9947,73.85,-0.2472,0.0008,0.248,1401.6812,0.148596,-435.276893,-435.267641,-435.266697,-435.312032,32.564
gdb_2662,C(C=O)C#CCO,11.93188,0.84608,0.83282,2.0238,59.76,-0.2539,-0.0331,0.2209,1294.1033,0.098908,-344.423318,-344.415038,-344.414094,-344.457951,26.652
gdb_100660,CC(CO)C(C)(O)C=O,2.25391,1.13058,0.99559,2.4783,74.92,-0.2466,-0.03,0.2166,1315.7868,0.177987,-461.365339,-461.354222,-461.353278,-461.401352,40.121
gdb_130648,c1nc2n(n1)CC(=O)C2,4.85245,1.34424,1.06667,0.8895,66.9,-0.2657,-0.0508,0.2149,1030.8644,0.104033,-432.916219,-432.909687,-432.908743,-432.947548,24.627
gdb_109624,CNC1C(N)C1(C)C#N,2.02667,1.30696,1.03746,5.4839,81.37,-0.2343,0.0378,0.2721,1270.6441,0.170485,-399.31287,-399.302535,-399.30159,-399.347967,37.308
gdb_22226,CCCC(=NO)C(=O)N,2.53214,0.99114,0.72172,3.2837,76.56,-0.2477,-0.0389,0.2088,1557.7766,0.156955,-456.343836,-456.33335,-456.332406,-456.380557,37.41
gdb_6876,CC1C(C#C)C1(C)C,2.68826,1.64841,1.40653,0.8957,82.32,-0.235,0.0516,0.2866,1029.0143,0.174009,-311.838125,-311.828549,-311.827605,-311.871483,35.832
gdb_30523,CN=c1c(=O)occo1,2.73385,1.60866,1.01942,4.569,69.13,-0.2419,-0.0577,0.1841,1095.2718,0.099831,-473.845814,-473.837622,-473.836677,-473.880519,28.507
gdb_61572,[NH3+]C(CC1CC1)C([O-])=O,3.64902,0.84464,0.71882,5.0737,74.96,-0.2487,0.0188,0.2674,1559.6746,0.171161,-440.30673,-440.297265,-440.296321,-440.342002,34.8
gdb_70110,CC12NC1C=CC2C#C,2.42515,1.6496,1.23126,2.0357,82.38,-0.2295,0.0079,0.2374,1070.1807,0.147064,-364.759565,-364.751243,-364.750298,-364.792139,32.607
gdb_131466,OC1C=CC2=C1C=NN2,3.33294,1.57727,1.11965,2.893,73.46,-0.2136,-0.0328,0.1808,1018.2219,0.116078,-416.817069,-416.810173,-416.809229,-416.848308,27.084
gdb_38055,C1CC23NC(C=C2)C3O1,3.19082,1.75034,1.66212,1.1857,75.28,-0.2269,0.0019,0.2287,896.113,0.150282,-401.85738,-401.85082,-401.849876,-401.888029,27.599
gdb_94172,CC1COC1(C)C(N)=O,2.33537,1.4113,1.20462,2.4818,74.64,-0.2306,0.0344,0.2651,1152.638,0.169441,-440.31498,-440.305074,-440.304129,-440.350157,36.37
gdb_8535,CC1C2C3OC2(C)C13,4.22917,1.8157,1.53013,1.8795,71.54,-0.2251,0.0847,0.3098,891.8071,0.152643,-347.721753,-347.714428,-347.713484,-347.752817,28.822
gdb_83865,CC1C2C(O)CCCN12,1.94636,1.86055,1.27221,2.1103,81.63,-0.2101,0.0671,0.2772,1108.9027,0.195688,-404.32633,-404.317472,-404.316528,-404.359512,34.62
gdb_35664,C#CC1CCC(C1)C#C,4.31722,0.89003,0.77703,0.501,88.39,-0.2538,0.0458,0.2996,1453.1153,0.158524,-348.704176,-348.695069,-348.694124,-348.739355,34.529
gdb_24372,c1coc2c1OCC=C2,3.72364,1.65721,1.17014,0.4514,76.62,-0.1869,-0.0236,0.1633,984.3349,0.115202,-420.652733,-420.64622,-420.645276,-420.68358,25.963
gdb_84683,CC1C=CC2CCC12C,2.16005,1.75607,1.35212,0.1478,89.91,-0.2323,0.0257,0.2579,1108.0345,0.206631,-351.166874,-351.158156,-351.157212,-351.199548,35.061
gdb_93831,CC1CCC(C)C(C)O1,2.18908,1.41227,1.04783,1.0581,88.93,-0.24,0.0802,0.3201,1309.2679,0.22924,-389.522906,-389.51311,-389.512166,-389.556731,38.409
gdb_97403,CN=COC1CN(C1)C,6.28206,0.63925,0.61899,3.3615,86.26,-0.2174,0.0246,0.242,1889.4542,0.180417,-420.369941,-420.359865,-420.35892,-420.406372,35.368
gdb_42358,O=C(CC#C)C1CCO1,2.88743,1.11372,0.933,1.614,74.21,-0.2377,-0.0306,0.2071,1283.9444,0.133409,-421.781832,-421.772576,-421.771632,-421.817832,32.421
gdb_101713,CC1NC1CC(O)CO,3.53427,0.82501,0.80047,4.5508,78.89,-0.2458,0.0591,0.305,1540.7752,0.194303,-441.459577,-441.44976,-441.448816,-441.494697,36.924
gdb_75212,CC1=CCC2(C)CCC12,2.58376,1.48482,1.19376,0.1851,91.06,-0.224,0.0336,0.2576,1180.3326,0.206347,-351.174995,-351.166123,-351.165179,-351.207985,35.225
gdb_112057,CCC1C=CCC1C#C,1.99057,1.51269,0.94299,0.5472,89.72,-0.2419,0.019,0.2609,1300.9202,0.182083,-349.938314,-349.929003,-349.928059,-349.972472,35.452
gdb_35204,N#CC1NC11CN2CC12,3.68338,1.15522,1.06819,4.4386,74.23,-0.247,0.008,0.255,1137.5418,0.125306,-396.857546,-396.850044,-396.8491,-396.889797,28.669
gdb_39541,C1C=CC2=CCCOC12,3.37402,1.52993,1.10732,0.8576,86.22,-0.2106,-0.013,0.1976,1096.8374,0.162436,-385.913475,-385.906361,-385.905417,-385.944849,28.922
gdb_48168,C1CN1CCC(=O)C=O,3.9337,0.72305,0.63653,1.4059,74.16,-0.24,-0.0956,0.1443,1708.129,0.144689,-439.067453,-439.057897,-439.056953,-439.103842,32.916
gdb_124861,CC1(CC1)c2ccon2,3.57695,1.27265,1.02015,2.7031,77.87,-0.2502,-0.0089,0.2413,1173.9796,0.148059,-401.937157,-401.929153,-401.928209,-401.970398,30.645
gdb_48095,N=C1CC(O1)C(=O)C=O,3.78692,1.04777,0.90016,1.8478,64.7,-0.2631,-0.1136,0.1495,1233.9396,0.098706,-473.827259,-473.81887,-473.817926,-473.861828,28.947
gdb_131075,c1cn[nH]c1COC=O,4.28926,0.89343,0.83262,3.575,68.38,-0.2532,-0.0086,0.2446,1348.7017,0.11396,-453.980276,-453.972225,-453.971281,-454.015053,27.916
gdb_32283,c1c(c(ncn1)CO)O,3.15098,1.45466,1.02596,2.562,69.91,-0.2424,-0.0417,0.2008,1089.3836,0.115084,-453.995285,-453.987909,-453.986965,-454.027297,28.019
gdb_129634,c1c(c(on1)CCO)N,3.01795,1.25885,0.92904,4.1722,71.78,-0.2021,0.0045,0.2066,1218.1997,0.136753,-455.130368,-455.121698,-455.120754,-455.164509,31.918
gdb_50894,C#CCCC(=O)CC=O,4.35509,0.62025,0.57317,2.1104,76.94,-0.2529,-0.0435,0.2094,1862.2135,0.131205,-421.820195,-421.810041,-421.809097,-421.857579,34.642
gdb_20808,CCc1cc(n[nH]1)C,5.57682,1.20609,1.08396,2.3722,75.27,-0.2273,0.031,0.2583,1152.7472,0.15486,-344.025059,-344.01661,-344.015665,-344.058738,30.279
gdb_32576,CCn1c(ccc1O)N,1.99354,1.82923,1.02954,0.3764,78.89,-0.1689,0.0648,0.2338,1175.9524,0.159348,-419.236879,-419.227158,-419.226214,-419.271625,35.612
gdb_113622,CCC1CN1C(=N)C#N,1.96576,1.54975,1.01011,3.1919,80.1,-0.2612,-0.0548,0.2064,1215.2626,0.147195,-398.118322,-398.10906,-398.108116,-398.152812,33.32
gdb_118621,OCCC(NC=O)C#N,1.66324,1.22098,0.76399,3.5816,70.71,-0.2768,-0.0017,0.2751,1444.8839,0.134539,-455.171234,-455.161109,-455.160165,-455.207852,34.255
gdb_93716,CC1CCC(O)(C1)C#C,3.16971,1.05856,1.01564,1.1141,84.75,-0.2583,0.0409,0.2992,1305.7417,0.181323,-387.075313,-387.065783,-387.064839,-387.109671,36.89
gdb_48058,C#CC(C#C)C(=O)C=O,2.13849,1.37029,1.02147,0.5365,71.21,-0.2565,-0.1068,0.1497,1163.4197,0.083746,-419.357399,-419.347933,-419.346989,-419.392499,32.65
gdb_69416,CC12CC(CC#N)C1O2,4.69777,0.90536,0.83318,4.2701,76.53,-0.2634,0.0372,0.3006,1382.8009,0.146613,-401.936391,-401.9277,-401.926755,-401.970126,32.162
gdb_8052,OC12CC(C1)C2C#N,3.54982,1.85159,1.53128,4.9379,65.92,-0.2821,0.026,0.3081,845.0877,0.119468,-362.627443,-362.620474,-362.619529,-362.65847,26.728
gdb_67002,CC12C3OC(CC1=O)C23,2.5482,2.01074,1.38336,3.2123,71.42,-0.2357,-0.0129,0.2228,946.477,0.135912,-421.817365,-421.809982,-421.809037,-421.849025,29.066
gdb_58708,CC(O)C1(CNC1)C#N,1.98495,1.50597,1.2243,2.5084,75.39,-0.2449,0.0212,0.2661,1138.3932,0.159057,-419.195511,-419.186141,-419.185197,-419.229486,34.662
gdb_101559,CC(CO)CC(=O)CO,4.48163,0.64391,0.62336,3.9294,75.93,-0.2659,-0.025,0.2409,1823.5444,0.17898,-461.376348,-461.365358,-461.364414,-461.413623,38.582
gdb_25660,CC#Cc1cnc([nH]1)O,6.27713,0.74731,0.67061,2.2054,84.16,-0.1936,0.0056,0.1992,1614.2459,0.113117,-416.836303,-416.827536,-416.826592,-416.872134,30.98
gdb_130375,C(=Nc1c(n[nH]n1)N)N,3.52485,1.09575,0.83848,2.8471,76.98,-0.1865,-0.0071,0.1794,1295.2013,0.115102,-446.317407,-446.308801,-446.307856,-446.350889,31.336
gdb_103187,CC1(CO)C2C3C1CN23,2.92908,1.52842,1.27952,1.5752,77.32,-0.2344,0.0645,0.2988,1053.1096,0.171092,-403.070088,-403.061814,-403.06087,-403.102739,32.572
gdb_62546,CC1(C)C(NC1=O)C=O,2.3265,1.41004,1.17217,3.7274,73.29,-0.2514,-0.0409,0.2106,1129.5781,0.145048,-439.122157,-439.11262,-439.111676,-439.156566,34.282
gdb_129606,C#CCc1c([nH]nn1)N,3.32593,1.28185,0.96694,4.7539,72.8,-0.216,0.0118,0.2278,1154.0347,0.113133,-412.95121,-412.942809,-412.941865,-412.984479,31.157
gdb_124963,Cc1c(cno1)CC#C,3.0903,1.21965,0.94946,2.9923,76.01,-0.247,-0.01,0.237,1210.6062,0.12281,-400.717392,-400.708628,-400.707683,-400.751856,31.351
